"Site","orig.Genus","orig.Species","clean.Genus","clean.Species"
"fitter","Ligustrum","vulgare","Ligustrum","vulgare"
"washdc","Ligustrum","obtusifolium","Ligustrum","obtusifolium"
"washdc","Ligustrum","ovalifolium","Ligustrum","ovalifolium"
"washdc","Ligustrum","vulgare","Ligustrum","vulgare"
"concord","Lilium","canadense","Lilium","canadense"
"concord","Lilium","philadelphicum","Lilium","philadelphicum"
"concord","Lilium","tigrinum","Lilium","lancifolium"
"fargo","Lilium","philadelphicum","Lilium","philadelphicum"
"fargo","Lilium","pumilum","Lilium","pumilum"
"fargo","Limonium","sp","Limonium",NA
"fargo","Limosella","aquatica","Limosella","aquatica"
"fitter","Linaria","repens","Linaria","repens"
"fitter","Linaria","vulgaris","Linaria","vulgaris"
"concord","Linaria","canadensis","Nuttallanthus","canadensis"
"concord","Linaria","vulgaris","Linaria","vulgaris"
"fargo","Linaria","vulgaris","Linaria","vulgaris"
"washdc","Linaria","canadensis","Nuttallanthus","canadensis"
"concord","Lindera","benzoin","Lindera","benzoin"
"washdc","Lindera","benzoin","Lindera","benzoin"
"concord","Lindernia","dubia","Lindernia","dubia"
"concord","Linnaea","borealis","Linnaea","borealis"
"fitter","Linum","catharticum","Linum","catharticum"
"konza","Linum","sulcatum","Linum","sulcatum"
"fargo","Linum","lewisii","Linum","lewisii"
"fargo","Linum","rigidum","Linum","rigidum"
"fargo","Linum","sulcatum","Linum","sulcatum"
"fargo","Linum","usitatissimum","Linum","usitatissimum"
"washdc","Linum","usitatissimum","Linum","usitatissimum"
"washdc","Liparis","liliifolia","Liparis","liliifolia"
"washdc","Liquidambar","styraciflua","Liquidambar","styraciflua"
"washdc","Liriodendron","tulipifera","Liriodendron","tulipifera"
"fitter","Listera","ovata","Neottia","ovata"
"gothic","Lithophragma","glabrum","Lithophragma","glabrum"
"konza","Lithospermum","canescens","Lithospermum","canescens"
"konza","Lithospermum","incisum","Lithospermum","incisum"
"fargo","Lithospermum","canescens","Lithospermum","canescens"
"fargo","Lithospermum","incisum","Lithospermum","incisum"
"washdc","Lithospermum","arvense","Buglossoides","arvensis"
"konza","Lobelia","cardinalis","Lobelia","cardinalis"
"konza","Lobelia","siphilitica","Lobelia","siphilitica"
"concord","Lobelia","cardinalis","Lobelia","cardinalis"
"concord","Lobelia","inflata","Lobelia","inflata"
"concord","Lobelia","spicata","Lobelia","spicata"
"fargo","Lobelia","spicata","Lobelia","spicata"
"washdc","Lobularia","maritima","Lobularia","maritima"
"fargo","Lolium","perenne","Lolium","perenne"
"fargo","Lolium","persicum","Lolium","persicum"
"washdc","Lolium","perenne","Lolium","perenne"
"konza","Lomatium","foeniculaceum","Lomatium","foeniculaceum"
"fargo","Lomatium","foeniculaceum","Lomatium","foeniculaceum"
"fargo","Lomatium","orientale","Lomatium","orientale"
"gothic","Lomatium","dissectum","Lomatium","dissectum"
"fitter","Lonicera","periclymenum","Lonicera","periclymenum"
"konza","Lonicera","maackii","Lonicera","maackii"
"concord","Lonicera","japonica","Lonicera","japonica"
"concord","Lonicera","morrowii","Lonicera","morrowii"
"concord","Lonicera","sempervirens","Lonicera","sempervirens"
"concord","Lonicera","tatarica","Lonicera","tatarica"
"fargo","Lonicera","dioica","Lonicera","dioica"
"fargo","Lonicera","maacki","Lonicera","maackii"
"fargo","Lonicera","tatarica","Lonicera","tatarica"
"washdc","Lonicera","fragrantissima","Lonicera","fragrantissima"
"washdc","Lonicera","japonica","Lonicera","japonica"
"washdc","Lonicera","maackii","Lonicera","maackii"
"washdc","Lonicera","sempervirens","Lonicera","sempervirens"
"washdc","Lonicera","tatarica","Lonicera","tatarica"
"fitter","Lotus","corniculatus","Lotus","corniculatus"
"fitter","Lotus","pedunculatus","Lotus","uliginosus"
"concord","Lotus","corniculatus","Lotus","corniculatus"
"fargo","Lotus","unifoliolatus","Acmispon","americanus"
"concord","Ludwigia","alternifolia","Ludwigia","alternifolia"
"concord","Ludwigia","palustris","Ludwigia","palustris"
"fitter","Lunaria","annua","Lunaria","annua"
"washdc","Lunaria","annua","Lunaria","annua"
"concord","Lupinus","perennis","Lupinus","perennis"
"concord","Lupinus","polyphyllus","Lupinus","polyphyllus"
"fargo","Lupinus","argenteus","Lupinus","argenteus"
"fargo","Lupinus","pusillus","Lupinus","pusillus"
"washdc","Lupinus","perennis","Lupinus","perennis"
"gothic","Lupinus","sp","Lupinus",NA
"fitter","Luzula","campestris","Luzula","campestris"
"fitter","Luzula","pilosa","Luzula","pilosa"
"washdc","Luzula","acuminata","Luzula","acuminata"
"washdc","Luzula","campestris","Luzula","campestris"
"washdc","Luzula","echinata","Luzula","echinata"
"washdc","Luzula","multiflora","Luzula","multiflora"
"fitter","Lychnis","flos-cuculi","Silene","flos-cuculi"
"concord","Lychnis","alba","Silene","latifolia"
"concord","Lychnis","chalcedonica","Silene","chalcedonica"
"concord","Lychnis","coronaria","Silene","coronaria"
"concord","Lychnis","dioica","Silene","dioica"
"concord","Lychnis","flos-cuculi","Silene","flos-cuculi"
"washdc","Lychnis","alba","Silene","latifolia"
"washdc","Lychnis","flos-cuculi","Silene","flos-cuculi"
"washdc","Lycopersicon","esculentum","Solanum","lycopersicum"
"washdc","Lycopodium","obscurum","Lycopodium","obscurum"
"fitter","Lycopus","europaeus","Lycopus","europaeus"
"konza","Lycopus","americanus","Lycopus","americanus"
"concord","Lycopus","americanus","Lycopus","americanus"
"concord","Lycopus","uniflorus","Lycopus","uniflorus"
"concord","Lycopus","virginicus","Lycopus","virginicus"
"fargo","Lycopus","asper","Lycopus","asper"
"fargo","Lycoris","squamigera","Lycoris","squamigera"
"fargo","Lygodesmia","juncea","Lygodesmia","juncea"
"harvard","Lyonia","ligustrina","Lyonia","ligustrina"
"concord","Lyonia","ligustrina","Lyonia","ligustrina"
"washdc","Lyonia","ligustrina","Lyonia","ligustrina"
"washdc","Lyonia","mariana","Lyonia","mariana"
"konza","Lysimachia","ciliate","Lysimachia","ciliata"
"concord","Lysimachia","ciliata","Lysimachia","ciliata"
"concord","Lysimachia","hybrida","Lysimachia","hybrida"
"concord","Lysimachia","nummularia","Lysimachia","nummularia"
"concord","Lysimachia","quadrifolia","Lysimachia","quadrifolia"
"concord","Lysimachia","terrestris","Lysimachia","terrestris"
"concord","Lysimachia","thyrsiflora","Lysimachia","thyrsiflora"
"fargo","Lysimachia","ciliata","Lysimachia","ciliata"
"fargo","Lysimachia","longifolia","Lysimachia","quadrifolia"
"fargo","Lysimachia","thyrsiflora","Lysimachia","thyrsiflora"
"washdc","Lysimachia","nummularia","Lysimachia","nummularia"
"washdc","Lysimachia","quadrifolia","Lysimachia","quadrifolia"
"washdc","Lysimachia","terrestris","Lysimachia","terrestris"
"washdc","Lysimachia","vulgaris","Lysimachia","vulgaris"
"fitter","Lythrum","salicaria","Lythrum","salicaria"
"konza","Lythrum","alatum","Lythrum","alatum"
"concord","Lythrum","salicaria","Lythrum","salicaria"
"fargo","Lythrum","alatum","Lythrum","alatum"
"fargo","Lythrum","salicaria","Lythrum","salicaria"
"washdc","Lythrum","salicaria","Lythrum","salicaria"
"mikesell","Maclura","pomifera","Maclura","pomifera"
"washdc","Maclura","pomifera","Maclura","pomifera"
"washdc","Magnolia","acuminata","Magnolia","acuminata"
"washdc","Magnolia","tripetala","Magnolia","tripetala"
"washdc","Magnolia","virginiana","Magnolia","virginiana"
"fitter","Mahonia","aquifolium","Berberis","aquifolium"
"gothic","Mahonia","repens","Berberis","repens"
"concord","Maianthemum","canadense","Maianthemum","canadense"
"fargo","Maianthemum","canadense","Maianthemum","canadense"
"washdc","Maianthemum","canadense","Maianthemum","canadense"
"gothic","Maianthemum","stellatum","Maianthemum","stellatum"
"fitter","Malus","domestica","Malus","pumila"
"concord","Malus","malus","Malus","pumila"
"fargo","Malus","baccata","Malus","baccata"
"fargo","Malus","sylvestris","Malus","pumila"
"washdc","Malus","angustifolia","Malus","angustifolia"
"washdc","Malus","coronaria","Malus","coronaria"
"washdc","Malus","floribunda","Malus","floribunda"
"washdc","Malus","pumila","Malus","pumila"
"washdc","Malus","spectabilis","Malus","spectabilis"
"bolmgren","Malus","domestica","Malus","pumila"
"fitter","Malva","moschata","Malva","moschata"
"fitter","Malva","sylvestris","Malva","sylvestris"
"concord","Malva","neglecta","Malva","neglecta"
"concord","Malva","sylvestris","Malva","sylvestris"
"fargo","Malva","rotundifolia","Malva","neglecta"
"washdc","Malva","moschata","Malva","moschata"
"washdc","Malva","neglecta","Malva","neglecta"
"washdc","Malva","sylvestris","Malva","sylvestris"
"fargo","Mammillaria","vivipara","Escobaria","vivipara"
"washdc","Marrubium","vulgare","Marrubium","vulgare"
"fitter","Matricaria","discoidea","Matricaria","discoidea"
"fitter","Matricaria","recutita","Matricaria","chamomilla"
"concord","Matricaria","matricarioides","Matricaria","discoidea"
"fargo","Matricaria","discoidea","Matricaria","discoidea"
"washdc","Matricaria","discoidea","Matricaria","discoidea"
"washdc","Matricaria","maritima","Tripleurospermum","maritima"
"washdc","Matricaria","recutita","Matricaria","chamomilla"
"washdc","Matteuccia","struthiopteris","Matteuccia","struthiopteris"
"washdc","Mazus","pumilus","Mazus","pumilus"
"concord","Medeola","virginiana","Medeola","virginiana"
"washdc","Medeola","virginiana","Medeola","virginiana"
"fitter","Medicago","lupulina","Medicago","lupulina"
"concord","Medicago","lupulina","Medicago","lupulina"
"concord","Medicago","sativa","Medicago","sativa"
"fargo","Medicago","falcata","Medicago","sativa"
"fargo","Medicago","lupulina","Medicago","lupulina"
"washdc","Medicago","lupulina","Medicago","lupulina"
"washdc","Medicago","sativa","Medicago","sativa"
"gothic","Medicago","lupulina","Medicago","lupulina"
"concord","Megalodonta","beckii","Bidens","beckii"
"concord","Melampyrum","lineare","Melampyrum","lineare"
"fitter","Melica","uniflora","Melica","uniflora"
"fitter","Melilotus","altissimus","Melilotus","altissimus"
"fitter","Melilotus","officinalis","Melilotus","officinalis"
"concord","Melilotus","alba","Melilotus","albus"
"concord","Melilotus","officinalis","Melilotus","officinalis"
"fargo","Melilotus","alba","Melilotus","albus"
"fargo","Melilotus","officinalis","Melilotus","officinalis"
"washdc","Melilotus","alba","Melilotus","albus"
"washdc","Melilotus","indica","Melilotus","indicus"
"washdc","Melilotus","officinalis","Melilotus","officinalis"
"fargo","Menispermum","canadense","Menispermum","canadense"
"washdc","Menispermum","canadense","Menispermum","canadense"
"fitter","Mentha","aquatica","Mentha","aquatica"
"fitter","Mentha","arvensis","Mentha","arvensis"
"concord","Mentha","arvensis","Mentha","arvensis"
"concord","Mentha","piperita","Mentha","piperita"
"concord","Mentha","spicata","Mentha","spicata"
"fargo","Mentha","arvensis","Mentha","arvensis"
"konza","Mentzelia","oligosperma","Mentzelia","oligosperma"
"concord","Menyanthes","trifoliata","Menyanthes","trifoliata"
"fargo","Menyanthes","trifoliata","Menyanthes","trifoliata"
"fitter","Mercurialis","perennis","Mercurialis","perennis"
"fargo","Mertensia","lanceolata","Mertensia","lanceolata"
"fargo","Mertensia","virginica","Mertensia","virginica"
"washdc","Mertensia","virginica","Mertensia","virginica"
"gothic","Mertensia","ciliata","Mertensia","ciliata"
"gothic","Mertensia","fusiformis","Mertensia","oblongifolia"
"concord","Mikania","scandens","Mikania","scandens"
"fitter","Milium","effusum","Milium","effusum"
"konza","Mimulus","glabratus","Mimulus","glabratus"
"concord","Mimulus","ringens","Mimulus","ringens"
"fargo","Mimulus","ringens","Mimulus","ringens"
"gothic","Mimulus","guttatus","Mimulus","guttatus"
"konza","Mirabilis","albida","Mirabilis","albida"
"konza","Mirabilis","linearis","Mirabilis","linearis"
"konza","Mirabilis","nyctaginea","Mirabilis","nyctaginea"
"concord","Mirabilis","nyctaginea","Mirabilis","nyctaginea"
"fargo","Mirabilis","nyctaginea","Mirabilis","nyctaginea"
"washdc","Mirabilis","jalapa","Mirabilis","jalapa"
"concord","Mitchella","repens","Mitchella","repens"
"washdc","Mitchella","repens","Mitchella","repens"
"washdc","Mitella","diphylla","Mitella","diphylla"
"fitter","Moehringia","trinervia","Moehringia","trinervia"
"gothic","Moehringia","lateriflora","Moehringia","lateriflora"
"concord","Mollugo","verticillata","Mollugo","verticillata"
"konza","Monarda","fistulosa","Monarda","fistulosa"
"concord","Monarda","didyma","Monarda","didyma"
"concord","Monarda","fistulosa","Monarda","fistulosa"
"fargo","Monarda","fistulosa","Monarda","fistulosa"
"washdc","Monarda","didyma","Monarda","didyma"
"washdc","Monarda","fistulosa","Monarda","fistulosa"
"concord","Moneses","uniflora","Moneses","uniflora"
"fargo","Monolepis","nuttalliana","Monolepis","nuttalliana"
"concord","Monotropa","hypopithys","Hypopitys","monotropa"
"concord","Monotropa","uniflora","Monotropa","uniflora"
"concord","Morella","pensylvanica","Morella","pensylvanica"
"washdc","Morella","pensylvanica","Morella","pensylvanica"
"concord","Morus","alba","Morus","alba"
"fargo","Morus","alba","Morus","alba"
"washdc","Morus","alba","Morus","alba"
"washdc","Morus","rubra","Morus","rubra"
"fargo","Muhlenbergia","mexicana","Muhlenbergia","mexicana"
"fargo","Muhlenbergia","racemosa","Muhlenbergia","racemosa"
"gothic","Muhlenbergia","montana","Muhlenbergia","montana"
"washdc","Muscari","armeniacum","Muscari","armeniacum"
"washdc","Muscari","botryoides","Muscari","botryoides"
"washdc","Muscari","neglectum","Muscari","neglectum"
"bolmgren","Muscari","botryoides","Muscari","botryoides"
"fargo","Musineon","divaricatum","Musineon","divaricatum"
"fitter","Mycelis","muralis","Mycelis","muralis"
"fitter","Myosotis","arvensis","Myosotis","arvensis"
"fitter","Myosotis","scorpioides","Myosotis","scorpioides"
"fitter","Myosotis","sylvatica","Myosotis","sylvatica"
"konza","Myosotis","verna","Myosotis","verna"
"concord","Myosotis","arvensis","Myosotis","arvensis"
"concord","Myosotis","laxa","Myosotis","laxa"
"concord","Myosotis","scorpioides","Myosotis","scorpioides"
"concord","Myosotis","verna","Myosotis","verna"
"washdc","Myosotis","discolor","Myosotis","discolor"
"washdc","Myosotis","macrosperma","Myosotis","macrosperma"
"washdc","Myosotis","scorpioides","Myosotis","scorpioides"
"washdc","Myosotis","stricta","Myosotis","stricta"
"washdc","Myosotis","verna","Myosotis","verna"
"concord","Myrica","gale","Myrica","gale"
"washdc","Myrica","cerifera","Morella","cerifera"
"washdc","Narcissus","poeticus","Narcissus","poeticus"
"washdc","Narcissus","pseudonarcissus","Narcissus","pseudonarcissus"
"bolmgren","Narcissus","poeticus","Narcissus","poeticus"
"konza","Nasturtium","officinale","Nasturtium","officinale"
"concord","Nasturtium","officinale","Nasturtium","officinale"
"washdc","Nasturtium","officinale","Nasturtium","officinale"
"concord","Nelumbo","lutea","Nelumbo","lutea"
"concord","Nemopanthes","mucronata","Ilex","mucronata"
"harvard","Nemopanthus","mucronata","Ilex","mucronata"
"washdc","Nemophila","aphylla","Nemophila","aphylla"
"fitter","Neottia","nidus-avis","Neottia","nidus-avis"
"konza","Nepeta","cataria","Nepeta","cataria"
"concord","Nepeta","cataria","Nepeta","cataria"
"fargo","Nepeta","cataria","Nepeta","cataria"
"washdc","Nepeta","cataria","Nepeta","cataria"
"fargo","Neslia","paniculata","Neslia","paniculata"
"washdc","Nicandra","physalodes","Nicandra","physalodes"
"washdc","Nicotiana","glauca","Nicotiana","glauca"
"gothic","Noccaea","fendleri","Noccaea","fendleri"
"konza","Nothocalais","cuspidata","Nothocalais","cuspidata"
"concord","Nuphar","microphyllum","Nuphar","microphylla"
"concord","Nuphar","variegata","Nuphar","variegata"
"washdc","Nuphar","lutea","Nuphar","lutea"
"washdc","Nymphaea","odorata","Nymphaea","odorata"
"concord","Nymphoides","cordata","Nymphoides","cordata"
"harvard","Nyssa","sylvatica","Nyssa","sylvatica"
"washdc","Nyssa","sylvatica","Nyssa","sylvatica"
"washdc","Obolaria","virginica","Obolaria","virginica"
"fitter","Odontites","verna","Odontites","vernus"
"konza","Oenothera","biennis","Oenothera","biennis"
"konza","Oenothera","laciniata","Oenothera","laciniata"
"konza","Oenothera","macrocarpa","Oenothera","macrocarpa"
"konza","Oenothera","speciosa","Oenothera","speciosa"
"concord","Oenothera","biennis","Oenothera","biennis"
"concord","Oenothera","laciniata","Oenothera","laciniata"
"concord","Oenothera","perennis","Oenothera","perennis"
"fargo","Oenothera","biennis","Oenothera","biennis"
"fargo","Oenothera","nuttallii","Oenothera","nuttallii"
"fargo","Oenothera","serrulata","Oenothera","serrulata"
"washdc","Oenothera","biennis","Oenothera","biennis"
"washdc","Oenothera","fruticosa","Oenothera","fruticosa"
"washdc","Oenothera","laciniata","Oenothera","laciniata"
"washdc","Oenothera","speciosa","Oenothera","speciosa"
"gothic","Oligosporus","dracunculus","Artemisia","dracunculus"
"fitter","Onobrychis","viciifolia","Onobrychis","viciifolia"
"washdc","Onoclea","sensibilis","Onoclea","sensibilis"
"fitter","Ononis","repens","Ononis","repens"
"konza","Onosmodium","molle","Onosmodium","bejariense"
"fargo","Onosmodium","occidentale","Onosmodium","bejariense"
"washdc","Ophioglossum","vulgatum","Ophioglossum","vulgatum"
"fitter","Ophrys","apifera","Ophrys","apifera"
"konza","Opuntia","macrorhiza","Opuntia","macrorhiza"
"fargo","Opuntia","fragilis","Opuntia","fragilis"
"fargo","Opuntia","polyacantha","Opuntia","polyacantha"
"washdc","Opuntia","humifusa","Opuntia","humifusa"
"fitter","Origanum","vulgare","Origanum","vulgare"
"concord","Ornithogalum","umbellatum","Ornithogalum","umbellatum"
"washdc","Ornithogalum","nutans","Ornithogalum","nutans"
"washdc","Ornithogalum","umbellatum","Ornithogalum","umbellatum"
"konza","Orobanche","uniflora","Orobanche","uniflora"
"concord","Orobanche","uniflora","Orobanche","uniflora"
"fargo","Orobanche","uniflora","Orobanche","uniflora"
"washdc","Orobanche","uniflora","Orobanche","uniflora"
"washdc","Orontium","aquaticum","Orontium","aquaticum"
"gothic","Orthocarpus","luteus","Orthocarpus","luteus"
"fargo","Oryzopsis","asperifolia","Oryzopsis","asperifolia"
"fargo","Oryzopsis","racemosa","Piptatherum","racemosum"
"fargo","Osmorhiza","longistylis","Osmorhiza","longistylis"
"washdc","Osmorhiza","aristata","Osmorhiza","aristata"
"washdc","Osmorhiza","longistylis","Osmorhiza","longistylis"
"gothic","Osmorhiza","occidentalis","Osmorhiza","occidentalis"
"washdc","Osmunda","cinnamomea","Osmundastrum","cinnamomea"
"washdc","Osmunda","claytoniana","Osmunda","claytoniana"
"washdc","Osmunda","regalis","Osmunda","regalis"
"konza","Ostrya","virginiana","Ostrya","virginiana"
"mikesell","Ostrya","virginiana","Ostrya","virginiana"
"fargo","Ostrya","virginiana","Ostrya","virginiana"
"washdc","Ostrya","virginiana","Ostrya","virginiana"
"uwm","Ostrya","virginiana","Ostrya","virginiana"
"fargo","Othocallis","siberica","Scilla","siberica"
"fitter","Oxalis","acetosella","Oxalis","montana"
"konza","Oxalis","violacea","Oxalis","violacea"
"concord","Oxalis","europaea","Oxalis","stricta"
"concord","Oxalis","montana","Oxalis","montana"
"concord","Oxalis","violacea","Oxalis","violacea"
"fargo","Oxalis","europaea","Oxalis","stricta"
"fargo","Oxalis","violacea","Oxalis","violacea"
"washdc","Oxalis","corniculata","Oxalis","corniculata"
"washdc","Oxalis","stricta","Oxalis","stricta"
"washdc","Oxalis","violacea","Oxalis","violacea"
"gothic","Oxypolis","fendleri","Oxypolis","fendleri"
"fargo","Oxytropis","jordalii","Oxytropis","campestris"
"fargo","Oxytropis","lambertii","Oxytropis","lambertii"
"fargo","Oxytropis","splendens","Oxytropis","splendens"
"gothic","Oxytropis","deflexa","Oxytropis","deflexa"
"konza","Packera","plattensis","Packera","plattensis"
"fargo","Packera","plattensis","Packera","plattensis"
"bolmgren","Paeonia","lactiflora","Paeonia","lactiflora"
"washdc","Panax","trifolius","Panax","trifolius"
"konza","Panicum","virgatum","Panicum","virgatum"
"fargo","Panicum","capillare","Panicum","capillare"
"fargo","Panicum","leibergii","Dichanthelium","leibergii"
"fargo","Panicum","virgatum","Panicum","virgatum"
"fitter","Papaver","dubium","Papaver","dubium"
"fitter","Papaver","rhoeas","Papaver","rhoeas"
"fitter","Papaver","somniferum","Papaver","somniferum"
"fargo","Papaver","orientale","Papaver","orientale"
"washdc","Papaver","dubium","Papaver","dubium"
"washdc","Papaver","rhoeas","Papaver","rhoeas"
"washdc","Papaver","somniferum","Papaver","somniferum"
"concord","Parietaria","pensylvanica","Parietaria","pensylvanica"
"fargo","Parnassia","glauca","Parnassia","glauca"
"fargo","Parnassia","palustris","Parnassia","palustris"
"concord","Paronychia","canadensis","Paronychia","canadensis"
"fargo","Paronychia","sessiliflora","Paronychia","sessiliflora"
"washdc","Parthenium","integrifolium","Parthenium","integrifolium"
"concord","Parthenocissus","quinquefolia","Parthenocissus","quinquefolia"
"fargo","Parthenocissus","vitacea","Parthenocissus","vitacea"
"washdc","Parthenocissus","quinquefolia","Parthenocissus","quinquefolia"
"konza","Pascopyrum","smithii","Pascopyrum","smithii"
"fitter","Pastinaca","sativa","Pastinaca","sativa"
"concord","Pastinaca","sativa","Pastinaca","sativa"
"fargo","Pastinaca","sativa","Pastinaca","sativa"
"washdc","Pastinaca","sativa","Pastinaca","sativa"
"washdc","Paulownia","tomentosa","Paulownia","tomentosa"
"gothic","Paxistima","myrsinites","Paxistima","myrsinites"
"concord","Pedicularis","canadensis","Pedicularis","canadensis"
"fargo","Pedicularis","canadensis","Pedicularis","canadensis"
"washdc","Pedicularis","canadensis","Pedicularis","canadensis"
"gothic","Pedicularis","bracteosa","Pedicularis","bracteosa"
"konza","Pediomelum","esculentum","Pediomelum","esculentum"
"concord","Peltandra","virginica","Peltandra","virginica"
"washdc","Peltandra","virginica","Peltandra","virginica"
"konza","Penstemon","cobaea","Penstemon","cobaea"
"konza","Penstemon","grandiflorus","Penstemon","grandiflorus"
"konza","Penstemon","tubaeflorus","Penstemon","tubiflorus"
"fargo","Penstemon","albidus","Penstemon","albidus"
"fargo","Penstemon","angustifolius","Penstemon","angustifolius"
"fargo","Penstemon","gracilis","Penstemon","gracilis"
"fargo","Penstemon","grandiflorus","Penstemon","grandiflorus"
"washdc","Penstemon","canescens","Penstemon","canescens"
"washdc","Penstemon","digitalis","Penstemon","digitalis"
"washdc","Penstemon","hirsutus","Penstemon","hirsutus"
"washdc","Penstemon","pallidus","Penstemon","pallidus"
"fitter","Pentaglottis","sempervirens","Pentaglottis","sempervirens"
"gothic","Pentaphylloides","floribunda","Dasiphora","fruticosa"
"konza","Penthorum","sedoides","Penthorum","sedoides"
"concord","Penthorum","sedoides","Penthorum","sedoides"
"fargo","Penthorum","sedoides","Penthorum","sedoides"
"fitter","Persicaria","lapathifolia","Persicaria","lapathifolia"
"fitter","Persicaria","maculosa","Persicaria","maculosa"
"fitter","Petasites","hybridus","Petasites","hybridus"
"fargo","Petasites","sagittatus","Petasites","frigidus"
"washdc","Petunia","parviflora","Calibrachoa","parviflora"
"fargo","Phacelia","leucophylla","Phacelia","hastata"
"washdc","Phacelia","dubia","Phacelia","dubia"
"washdc","Phacelia","purshii","Phacelia","purshii"
"washdc","Phacelia","ranunculacea","Phacelia","ranunculacea"
"gothic","Phacelia","heterophylla","Phacelia","heterophylla"
"fargo","Phalaris","arundinacea","Phalaris","arundinacea"
"washdc","Phalaris","arundinacea","Phalaris","arundinacea"
"fargo","Philadelphus","coronarius","Philadelphus","coronarius"
"washdc","Philadelphus","coronarius","Philadelphus","coronarius"
"fitter","Phleum","bertolonii","Phleum","pratense"
"fargo","Phleum","pratense","Phleum","pratense"
"washdc","Phleum","pratense","Phleum","pratense"
"gothic","Phleum","commutatum","Phleum","alpinum"
"gothic","Phleum","pratense","Phleum","pratense"
"konza","Phlox","divaricata","Phlox","divaricata"
"fargo","Phlox","andicola","Phlox","andicola"
"fargo","Phlox","divaricata","Phlox","divaricata"
"fargo","Phlox","hoodii","Phlox","hoodii"
"fargo","Phlox","subulata","Phlox","subulata"
"washdc","Phlox","carolina","Phlox","carolina"
"washdc","Phlox","divaricata","Phlox","divaricata"
"washdc","Phlox","maculata","Phlox","maculata"
"washdc","Phlox","pilosa","Phlox","pilosa"
"washdc","Phlox","subulata","Phlox","subulata"
"bolmgren","Phlox","paniculata","Phlox","paniculata"
"concord","Photinia","floribunda","Aronia","X prunifolia"
"concord","Photinia","melanocarpa","Aronia","melanocarpa"
"fitter","Phragmites","australis","Phragmites","australis"
"konza","Phryma","leptostachya","Phryma","leptostachya"
"concord","Phryma","leptostachya","Phryma","leptostachya"
"fargo","Phryma","leptostachya","Phryma","leptostachya"
"konza","Physalis","heterophylla","Physalis","heterophylla"
"konza","Physalis","pumila","Physalis","pumila"
"konza","Physalis","virginiana","Physalis","virginiana"
"fargo","Physalis","lanceolata","Physalis","lanceolata"
"fargo","Physalis","virginiana","Physalis","virginiana"
"fargo","Physaria","brassicoides","Physaria","brassicoides"
"washdc","Physocarpus","opulifolius","Physocarpus","opulifolius"
"fargo","Physostegia","parviflora","Physostegia","parviflora"
"konza","Phytolacca","americana","Phytolacca","americana"
"concord","Phytolacca","americana","Phytolacca","americana"
"washdc","Phytolacca","americana","Phytolacca","americana"
"washdc","Picea","abies","Picea","abies"
"fitter","Picris","hieracioides","Picris","hieracioides"
"concord","Pilea","pumila","Pilea","pumila"
"fitter","Pilosella","officinarum","Hieracium ","pilosella"
"harvard","Pinus","strobus","Pinus","strobus"
"fargo","Pinus","banksiana","Pinus","banksiana"
"fargo","Pinus","scopulorum","Pinus","ponderosa"
"fargo","Pinus","sylvestris","Pinus","sylvestris"
"washdc","Pinus","strobus","Pinus","strobus"
"washdc","Pinus","taeda","Pinus","taeda"
"washdc","Pinus","virginiana","Pinus","virginiana"
"fitter","Plantago","lanceolata","Plantago","lanceolata"
"fitter","Plantago","major","Plantago","major"
"fitter","Plantago","media","Plantago","media"
"konza","Plantago","aristida","Plantago","aristata"
"konza","Plantago","patagonica","Plantago","patagonica"
"konza","Plantago","rhodosperma","Plantago","rhodosperma"
"concord","Plantago","lanceolata","Plantago","lanceolata"
"concord","Plantago","rugelii","Plantago","rugelii"
"concord","Plantago","virginica","Plantago","virginica"
"fargo","Plantago","eriopoda","Plantago","eriopoda"
"fargo","Plantago","lanceolata","Plantago","lanceolata"
"fargo","Plantago","major","Plantago","major"
"fargo","Plantago","purshii","Plantago","patagonica"
"fargo","Plantago","rugelii","Plantago","rugelii"
"washdc","Plantago","lanceolata","Plantago","lanceolata"
"washdc","Plantago","major","Plantago","major"
"washdc","Plantago","virginica","Plantago","virginica"
"gothic","Platanthera","hyperborea","Platanthera","hyperborea"
"mikesell","Platanus","occidentalis","Platanus","occidentalis"
"washdc","Platanus","occidentalis","Platanus","occidentalis"
"fitter","Poa","angustifolia","Poa","pratensis"
"fitter","Poa","nemoralis","Poa","nemoralis"
"fitter","Poa","trivialis","Poa","trivialis"
"konza","Poa","pratensis","Poa","pratensis"
"fargo","Poa","annua","Poa","annua"
"fargo","Poa","compressa","Poa","compressa"
"fargo","Poa","palustris","Poa","palustris"
"fargo","Poa","pratensis","Poa","pratensis"
"washdc","Poa","annua","Poa","annua"
"washdc","Poa","cuspidata","Poa","cuspidata"
"washdc","Poa","pratensis","Poa","pratensis"
"washdc","Poa","sylvestris","Poa","sylvestris"
"washdc","Poa","trivialis","Poa","trivialis"
"gothic","Poa","alpina","Poa","alpina"
"gothic","Poa","pratensis","Poa","pratensis"
"gothic","Poa","tracyi","Poa","tracyi"
"concord","Podophyllum","peltatum","Podophyllum","peltatum"
"washdc","Podophyllum","peltatum","Podophyllum","peltatum"
"concord","Pogonia","ophioglossoides","Pogonia","ophioglossoides"
"washdc","Pogonia","ophioglossoides","Pogonia","ophioglossoides"
"konza","Polanisia","dodecandra","Polanisia","dodecandra"
